alertID,reason,accountID,isMain,isSAR,modelID,minAmount,maxAmount,startStep,endStep,scheduleID,bankID
0,fan_in,376,true,true,2,120.00,120.00,389,399,2,bank
0,fan_in,4650,false,true,2,120.00,120.00,389,399,2,bank
0,fan_in,10638,false,true,2,120.00,120.00,389,399,2,bank
0,fan_in,2513,false,true,2,120.00,120.00,389,399,2,bank
0,fan_in,9014,false,true,2,120.00,120.00,389,399,2,bank
0,fan_in,5639,false,true,2,120.00,120.00,389,399,2,bank
0,fan_in,8644,false,true,2,120.00,120.00,389,399,2,bank
0,fan_in,6363,false,true,2,120.00,120.00,389,399,2,bank
1,fan_in,105,true,true,2,160.00,160.00,213,220,2,bank
1,fan_in,6492,false,true,2,160.00,160.00,213,220,2,bank
1,fan_in,11837,false,true,2,160.00,160.00,213,220,2,bank
1,fan_in,11968,false,true,2,160.00,160.00,213,220,2,bank
1,fan_in,3982,false,true,2,160.00,160.00,213,220,2,bank
1,fan_in,8667,false,true,2,160.00,160.00,213,220,2,bank
2,fan_in,506,true,true,2,180.00,180.00,171,187,2,bank
2,fan_in,7899,false,true,2,180.00,180.00,171,187,2,bank
2,fan_in,11589,false,true,2,180.00,180.00,171,187,2,bank
2,fan_in,11581,false,true,2,180.00,180.00,171,187,2,bank
2,fan_in,4415,false,true,2,180.00,180.00,171,187,2,bank
2,fan_in,2378,false,true,2,180.00,180.00,171,187,2,bank
2,fan_in,10947,false,true,2,180.00,180.00,171,187,2,bank
2,fan_in,9619,false,true,2,180.00,180.00,171,187,2,bank
3,fan_in,894,true,true,2,110.00,110.00,175,184,2,bank
3,fan_in,8686,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,3241,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,9923,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,10857,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,2220,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,10086,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,6436,false,true,2,110.00,110.00,175,184,2,bank
3,fan_in,7035,false,true,2,110.00,110.00,175,184,2,bank
4,fan_in,591,true,true,2,190.00,190.00,472,479,2,bank
4,fan_in,3197,false,true,2,190.00,190.00,472,479,2,bank
4,fan_in,7175,false,true,2,190.00,190.00,472,479,2,bank
4,fan_in,4387,false,true,2,190.00,190.00,472,479,2,bank
4,fan_in,10652,false,true,2,190.00,190.00,472,479,2,bank
4,fan_in,2906,false,true,2,190.00,190.00,472,479,2,bank
5,fan_in,432,true,true,2,150.00,150.00,658,675,2,bank
5,fan_in,956,false,true,2,150.00,150.00,658,675,2,bank
5,fan_in,3985,false,true,2,150.00,150.00,658,675,2,bank
5,fan_in,9557,false,true,2,150.00,150.00,658,675,2,bank
5,fan_in,11009,false,true,2,150.00,150.00,658,675,2,bank
5,fan_in,7463,false,true,2,150.00,150.00,658,675,2,bank
5,fan_in,7991,false,true,2,150.00,150.00,658,675,2,bank
6,fan_in,480,true,true,2,170.00,170.00,453,471,2,bank
6,fan_in,7036,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,10200,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,1913,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,8486,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,5786,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,1397,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,6463,false,true,2,170.00,170.00,453,471,2,bank
6,fan_in,4261,false,true,2,170.00,170.00,453,471,2,bank
7,fan_in,1124,true,true,2,120.00,120.00,617,632,2,bank
7,fan_in,6236,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,8489,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,1050,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,3843,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,6274,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,3844,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,11825,false,true,2,120.00,120.00,617,632,2,bank
7,fan_in,44,false,true,2,120.00,120.00,617,632,2,bank
8,fan_in,647,true,true,2,130.00,130.00,124,141,2,bank
8,fan_in,11441,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,513,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,2558,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,12007,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,8226,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,8764,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,7659,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,5657,false,true,2,130.00,130.00,124,141,2,bank
8,fan_in,7204,false,true,2,130.00,130.00,124,141,2,bank
9,fan_in,1095,true,true,2,180.00,180.00,618,628,2,bank
9,fan_in,10761,false,true,2,180.00,180.00,618,628,2,bank
9,fan_in,6323,false,true,2,180.00,180.00,618,628,2,bank
9,fan_in,11457,false,true,2,180.00,180.00,618,628,2,bank
9,fan_in,104,false,true,2,180.00,180.00,618,628,2,bank
10,fan_in,774,true,true,2,140.00,140.00,533,543,2,bank
10,fan_in,4971,false,true,2,140.00,140.00,533,543,2,bank
10,fan_in,11763,false,true,2,140.00,140.00,533,543,2,bank
10,fan_in,10116,false,true,2,140.00,140.00,533,543,2,bank
10,fan_in,6487,false,true,2,140.00,140.00,533,543,2,bank
11,fan_in,772,true,true,2,150.00,150.00,231,244,2,bank
11,fan_in,6361,false,true,2,150.00,150.00,231,244,2,bank
11,fan_in,10785,false,true,2,150.00,150.00,231,244,2,bank
11,fan_in,706,false,true,2,150.00,150.00,231,244,2,bank
11,fan_in,11186,false,true,2,150.00,150.00,231,244,2,bank
12,fan_in,546,true,true,2,190.00,190.00,585,604,2,bank
12,fan_in,1002,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,9502,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,4383,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,7269,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,5728,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,1623,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,2670,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,9446,false,true,2,190.00,190.00,585,604,2,bank
12,fan_in,5256,false,true,2,190.00,190.00,585,604,2,bank
13,fan_in,531,true,true,2,160.00,160.00,142,152,2,bank
13,fan_in,3207,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,10324,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,2344,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,5605,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,7235,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,10031,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,8582,false,true,2,160.00,160.00,142,152,2,bank
13,fan_in,1764,false,true,2,160.00,160.00,142,152,2,bank
14,fan_in,318,true,true,2,190.00,190.00,345,356,2,bank
